PV Yield (kWh),Amount of PV panel,WATT,Temperature(°F),Humidity (%),Wind Speed (mph),Pressure (in),Hours,where
100.09,48.00,550.00,78.1,59.3,9.3,29.9,12.41,0
106.64,48.00,550.00,76.1,58.3,9.3,29.9,12.40,0
103.71,48.00,550.00,76.7,58.9,6.7,29.9,12.41,0
101.27,48.00,550.00,80.1,60.9,5.9,29.8,12.40,0
90.19,48.00,550.00,80.9,64.7,8.5,29.8,12.41,0
99.78,48.00,550.00,74.1,53.6,13.9,29.9,12.40,0
105.01,48.00,550.00,72.5,52.6,6.7,29.9,12.41,0
102.33,48.00,550.00,76.1,55.4,5.9,29.9,12.41,0
101.41,48.00,550.00,79.5,57.3,5.1,29.8,12.41,0
92.31,48.00,550.00,79.4,62.2,4.2,29.8,12.41,0
102.7,48.00,550.00,80.2,59.6,6.6,29.8,12.41,0
102.7,48.00,550.00,78.3,58.4,8.8,29.9,12.40,0
103.73,48.00,550.00,77,59.2,8.6,30,12.41,0
99.19,48.00,550.00,77.1,56.8,6.5,30,12.40,0
102.05,48.00,550.00,78,57.1,4.7,30,12.41,0
102.69,48.00,550.00,79.2,57.5,4.8,30,12.40,0
102.43,48.00,550.00,79.8,55.6,4.6,30,12.41,0
106.08,48.00,550.00,79.3,60.2,8.1,30,12.40,0
99.84,48.00,550.00,77.5,60.5,8.2,30,12.40,0
106.38,48.00,550.00,83,59.6,7,29.8,12.22,0
110.21,48.00,550.00,82.2,56,6.1,29.8,12.22,0
108.09,48.00,550.00,82.6,50.1,5.4,29.8,12.23,0
111.03,48.00,550.00,82.1,46.7,7.4,29.9,12.24,0
67.9,48.00,550.00,80.7,59.4,5.5,29.9,12.24,0
70.61,48.00,550.00,83.4,65.4,6.8,29.9,12.25,0
64.65,48.00,550.00,84.6,59.7,4.9,29.9,12.26,0
103.98,48.00,550.00,83.8,60.1,5.6,29.9,12.26,0
94.68,48.00,550.00,82.4,55.7,4.9,29.9,12.27,0
99.94,48.00,550.00,83.4,62.1,4.8,29.9,12.27,0
101.78,48.00,550.00,86,60.5,6.8,29.8,12.28,0
97.15,48.00,550.00,87.1,62,5.7,29.8,12.29,0
70.83,48.00,550.00,85,68.8,5.9,29.8,12.29,0
72.37,48.00,550.00,82.1,80.7,6,29.8,12.30,0
97.59,48.00,550.00,83.9,77.7,5.6,29.8,12.30,0
69.57,48.00,550.00,83.5,74.6,4.3,29.8,12.30,0
80.14,48.00,550.00,83.5,72.7,4.7,29.8,12.31,0
64.97,48.00,550.00,82,79.7,4.5,29.8,12.31,0
81.18,48.00,550.00,84.6,74.3,5.3,29.8,12.32,0
67.27,48.00,550.00,83.6,71.3,6.7,29.8,12.32,0
79.47,48.00,550.00,84.5,67.4,5.3,29.7,12.33,0
95.34,48.00,550.00,86.8,64.3,5.5,29.7,12.33,0
76.8,48.00,550.00,85.4,67.7,6.4,29.7,12.34,0
53.67,48.00,550.00,81.3,85.2,6.3,29.8,12.34,0
65.72,48.00,550.00,82.4,77,6.2,29.8,12.35,0
73.32,48.00,550.00,81,81.8,4.3,29.8,12.35,0
81.32,48.00,550.00,82.1,77,4.6,29.8,12.36,0
62.45,48.00,550.00,84.3,71.6,5.3,29.8,12.36,0
83.51,48.00,550.00,84.1,74.8,4.6,29.8,12.37,0
83.33,48.00,550.00,84.4,73.6,4,29.8,12.36,0
86.41,48.00,550.00,84.5,72.3,9.6,29.7,12.00,0
78.08,48.00,550.00,83,76.6,4.8,29.7,12.00,0
67.62,48.00,550.00,80.3,81.8,5.2,29.8,12.01,0
70.86,48.00,550.00,81.2,80.7,5,29.8,12.02,0
73.7,48.00,550.00,83.7,75.4,5.2,29.8,12.02,0
76.45,48.00,550.00,81.5,80,5.2,29.8,12.03,0
83.59,48.00,550.00,80.3,84.5,4.3,29.8,12.04,0
107.89,48.00,550.00,82.2,81.2,5.5,29.8,12.04,0
82.11,48.00,550.00,82.3,78.4,6.3,29.9,12.06,0
93.69,48.00,550.00,81.3,80.3,6.5,29.9,12.07,0
106.03,48.00,550.00,81.8,70.4,6.6,29.9,12.07,0
92.31,48.00,550.00,84.5,65.2,5.6,29.9,12.08,0
99.32,48.00,550.00,85.3,56.1,6.8,29.8,12.08,0
106.56,48.00,550.00,83.9,62.1,6.1,29.8,12.09,0
61.3,48.00,550.00,78.6,65.8,7.6,29.8,12.10,0
29.67,48.00,550.00,74.3,76.6,7.7,29.9,12.10,0
91.2,48.00,550.00,80.6,69.2,6,29.8,12.12,0
111.7,48.00,550.00,82.4,56.6,8.1,29.8,12.12,0
109.52,48.00,550.00,82.3,57.3,7.9,29.8,12.13,0
109.77,48.00,550.00,82.2,61.1,8.7,29.8,12.13,0
49.98,48.00,550.00,81.6,71.7,5.6,29.9,12.14,0
83.53,48.00,550.00,83.9,72.9,5.3,29.9,12.15,0
86.47,48.00,550.00,83.5,74.5,4.7,29.9,12.16,0
84.8,48.00,550.00,85.5,68.5,4.8,29.8,12.16,0
101.55,48.00,550.00,87,61.2,5.6,29.8,12.17,0
85.45,48.00,550.00,85.6,68.6,4.7,29.8,12.17,0
68.37,48.00,550.00,81.9,79.4,7.1,29.8,12.19,0
88.83,48.00,550.00,84.6,72,7.7,29.8,12.19,0
104.08,48.00,550.00,83.9,61,8.9,29.8,12.20,0
107.5,48.00,550.00,84.2,61.9,6.7,29.8,12.20,0
92.71,48.00,550.00,84.8,60.4,7.3,29.8,12.21,0
88.25,48.00,550.00,82.9,73.3,4,29.8,11.43,0
92.57,48.00,550.00,81.8,78.4,6.2,29.8,11.43,0
103.95,48.00,550.00,84,76.2,4.8,29.8,11.44,0
66.03,48.00,550.00,81.8,79,4.1,29.8,11.45,0
69.14,48.00,550.00,82.2,79.1,4.1,29.8,11.45,0
53.43,48.00,550.00,82,78.6,4.9,29.8,11.46,0
100.72,48.00,550.00,84.5,72.7,6.3,29.8,11.47,0
85.39,48.00,550.00,85.1,67.3,7,29.7,11.48,0
82.89,48.00,550.00,83.2,74.8,6.7,29.7,11.48,0
43.87,48.00,550.00,82.7,77,6.5,29.8,11.50,0
112.51,48.00,550.00,84,66.9,6.2,29.8,11.51,0
95.66,48.00,550.00,84.8,62.1,7.8,29.7,11.52,0
95.08,48.00,550.00,83.5,68.6,6.1,29.7,11.52,0
83.93,48.00,550.00,81.2,78.5,4.8,29.7,11.53,0
61.83,48.00,550.00,81.3,79.5,3.2,29.7,11.54,0
61.78,48.00,550.00,80.9,80.1,4,29.7,11.55,0
37.13,48.00,550.00,80.5,82.5,4.4,29.7,11.55,0
15.96,48.00,550.00,78.2,87.6,3.6,29.8,11.56,0
67.82,48.00,550.00,79.4,87.3,3.5,29.7,11.57,0
75.22,48.00,550.00,82.4,72.3,5.8,29.6,11.57,0
44.61,48.00,550.00,78.5,86.2,5.4,29.6,11.58,0
80.27,48.00,550.00,82.9,76.2,10.5,29.7,11.59,0
19.21,10.00,500.00,86.5,57.8,5.6,29.9,12.40,0
19.5,10.00,500.00,86.2,58,5,29.9,12.40,0
19.8,10.00,500.00,86.5,48.3,6.5,29.9,12.39,0
19.32,10.00,500.00,84,57.1,7.8,29.9,12.40,0
19.31,10.00,500.00,84.5,57.1,7,29.9,12.39,0
19.09,10.00,500.00,84.5,54.9,6.9,29.9,12.38,0
19.23,10.00,500.00,84.5,55.5,6.7,29.9,12.39,0
18.72,10.00,500.00,84.8,54.9,5.8,29.9,12.38,0
16.91,10.00,500.00,85,63.8,3.6,29.9,12.38,0
18.23,10.00,500.00,85.3,64.9,5.8,29.8,12.38,0
16.52,10.00,500.00,85.4,69.2,5.5,29.9,12.38,0
15.6,10.00,500.00,85.4,68.2,6.9,29.8,12.37,0
15.27,10.00,500.00,85.3,68.3,6.8,29.9,12.36,0
18.03,10.00,500.00,85,63.2,6.5,29.9,12.37,0
19.56,10.00,500.00,83.5,55.6,7.4,29.9,12.36,0
19.32,10.00,500.00,83.5,56.5,7.2,29.9,12.36,0
18.34,10.00,500.00,83.4,57.1,7.4,29.9,12.35,0
19.28,10.00,500.00,84.4,53.7,5.5,29.9,12.35,0
17.27,10.00,500.00,85.8,54.7,4.2,29.8,12.34,0
13.33,10.00,500.00,84.9,61.8,5.8,29.9,12.34,0
14.22,10.00,500.00,85.7,63.2,6.3,29.9,12.33,0
14.62,10.00,500.00,85.6,59.9,4.2,29.9,12.32,0
11.5,10.00,500.00,84,66,6.7,29.9,12.32,0
10.98,10.00,500.00,80.3,55.6,9.2,30,12.31,0
13.46,10.00,500.00,79.4,58.3,9.7,30,12.31,0
17.99,10.00,500.00,80.5,55.7,8.2,30,12.30,0
18.49,10.00,500.00,83.1,55.9,7.8,30,12.30,0
14.07,10.00,500.00,83.8,55.8,8,30,12.30,0
16.32,10.00,500.00,83.5,51,7.1,30,12.29,0
14.53,10.00,500.00,84.3,56.4,5.6,29.9,12.29,0
15.84,10.00,500.00,84.2,60.4,5,29.9,12.28,0
15.07,10.00,500.00,85.3,64.6,7.8,29.9,12.37,0
18.15,10.00,500.00,84.5,71.6,7.8,29.9,12.37,0
20.07,10.00,500.00,85.7,68.1,7.9,29.9,12.38,0
17.41,10.00,500.00,83.5,74.2,7,29.9,12.39,0
18.7,10.00,500.00,85.3,71.2,5.4,29.8,12.38,0
20.72,10.00,500.00,86,68.8,6.5,29.9,12.39,0
21.18,10.00,500.00,83.4,69.1,9.3,29.9,12.39,0
20.37,10.00,500.00,84.7,67.2,5.3,29.9,12.39,0
18.89,10.00,500.00,85,62.3,4.7,29.8,12.39,0
19.44,10.00,500.00,85.9,65,4.1,29.8,12.40,0
18.08,10.00,500.00,86.3,67,4.4,29.8,12.39,0
18.53,10.00,500.00,86.6,66.3,4.3,29.8,12.40,0
18.06,10.00,500.00,86.2,65.1,6.7,29.9,12.40,0
19.49,10.00,500.00,85.7,61.9,7.5,29.9,12.40,0
19.1,10.00,500.00,87,58.1,4.5,29.9,12.41,0
19.27,10.00,500.00,87.6,60.9,5.6,29.9,12.40,0
19.4,10.00,500.00,86.8,62.3,8.7,29.9,12.41,0
19.89,10.00,500.00,85.2,56.7,8.4,29.9,12.41,0
19.59,10.00,500.00,85.8,60.4,6.1,29.9,12.41,0
19.88,10.00,500.00,85.8,58.8,7.7,29.9,12.41,0
20.61,10.00,500.00,81.7,55.7,11.5,29.9,12.41,0
20.45,10.00,500.00,76.1,54.1,12.5,30,12.41,0
19.9,10.00,500.00,74.3,54.6,8.9,30,12.41,0
12.45,10.00,500.00,75.1,52.2,8.1,30.1,12.41,0
12.66,10.00,500.00,75.8,53,7.3,30,12.41,0
16.18,10.00,500.00,78.2,51.4,7.1,30,12.41,0
18.75,10.00,500.00,79.9,57.7,5.8,30,12.41,0
19.41,10.00,500.00,82.3,56.2,5.8,30,12.40,0
16.69,10.00,500.00,84,56.1,5.5,29.9,12.40,0
19.16,10.00,500.00,84.8,57.2,4.6,29.9,12.40,0
19.53,10.00,500.00,85.8,56.9,5.5,29.9,12.40,0
29.85,10.00,500.00,85.5,68.9,8.2,29.9,12.22,0
35.03,10.00,500.00,85.8,66.8,4.3,29.9,12.22,0
35.86,10.00,500.00,87.1,66.9,4.3,29.8,12.22,0
20.29,10.00,500.00,84.4,77.3,4.6,29.8,12.24,0
29.1,10.00,500.00,82.7,81.3,3.6,29.8,12.24,0
35.6,10.00,500.00,85.4,73.8,4.8,29.8,12.24,0
24.92,10.00,500.00,82,83.2,4.7,29.9,12.26,0
34.5,10.00,500.00,84.6,73.7,4.3,29.8,12.26,0
17.32,10.00,500.00,83,81.4,5.3,29.8,12.27,0
32.14,10.00,500.00,84.1,80.5,5.2,29.9,12.27,0
29.29,10.00,500.00,84,82.5,5.4,29.9,12.27,0
24.41,10.00,500.00,83.7,79.4,6.7,29.9,12.29,0
30.05,10.00,500.00,85.5,72.4,5.9,29.9,12.29,0
32.49,10.00,500.00,85.8,70.1,9.2,29.9,12.30,0
33.94,10.00,500.00,85.3,68.8,8.3,29.9,12.30,0
30.33,10.00,500.00,85.1,68.8,9.5,29.9,12.30,0
31.62,10.00,500.00,80.9,60.3,12.9,30,12.31,0
35.31,10.00,500.00,78.8,51.4,10.4,30,12.31,0
34.5,10.00,500.00,78.7,56.3,8.5,30,12.32,0
36.52,10.00,500.00,79.2,59.6,6.8,29.9,12.32,0
33.38,10.00,500.00,81.5,60.4,5.8,29.9,12.33,0
28.97,10.00,500.00,82.8,63.1,5.7,29.8,12.33,0
20.69,10.00,500.00,83.7,60.7,5.9,29.8,12.34,0
21.95,10.00,500.00,83.5,62.7,7.6,29.9,12.34,0
17.12,10.00,500.00,82.4,58.1,8.3,29.9,12.35,0
17.41,10.00,500.00,84.3,61.5,6.6,29.9,12.35,0
20.93,10.00,500.00,84,65.2,10.7,29.9,12.36,0
20.94,10.00,500.00,82,54.9,10.7,29.9,12.36,0
14.39,10.00,500.00,80.9,60.5,6.1,29.9,12.37,0
18.62,10.00,500.00,84.4,59,7,29.9,12.36,0
30.35,10.00,500.00,85.3,70.5,4.8,29.8,11.59,0
24.62,10.00,500.00,84.9,69.9,4.1,29.8,12.00,0
27.54,10.00,500.00,83.6,74.8,5.6,29.8,12.01,0
16.86,10.00,500.00,81.8,79.5,3.2,29.8,12.01,0
18.81,10.00,500.00,83.1,79.7,5,29.8,12.02,0
15.97,10.00,500.00,83.3,80.5,6.1,29.8,12.03,0
17.35,10.00,500.00,84.1,77.1,6,29.8,12.04,0
23.58,10.00,500.00,83.7,75.8,5.4,29.8,12.04,0
25.02,10.00,500.00,85,70.9,4.6,29.8,12.06,0
22.3,10.00,500.00,81.8,81.4,3.7,29.8,12.06,0
30.27,10.00,500.00,82.5,82.1,5.5,29.9,12.07,0
33.52,10.00,500.00,85.6,70.5,5.3,29.9,12.08,0
37.08,10.00,500.00,86.3,73.5,4.8,29.9,12.08,0
31.88,10.00,500.00,87,65.4,5,29.8,12.09,0
34.4,10.00,500.00,88.1,70.2,5.7,29.8,12.10,0
25.2,10.00,500.00,85.5,72.8,5.5,29.8,12.10,0
34.18,10.00,500.00,87.2,59.7,7,29.8,12.12,0
26.9,10.00,500.00,85,73.7,5.5,29.8,12.12,0
20.71,10.00,500.00,83.9,73.5,4.6,29.8,12.13,0
34.99,10.00,500.00,87,67.4,4.5,29.8,12.13,0
27.23,10.00,500.00,81.5,78.8,5.9,29.9,12.14,0
37.13,10.00,500.00,83.9,74.9,6.2,29.9,12.14,0
39.17,10.00,500.00,86.3,63.1,4.8,29.9,12.16,0
34.53,10.00,500.00,86.2,67.1,4.6,29.9,12.16,0
30.21,10.00,500.00,85.5,68.7,5.3,29.9,12.17,0
28.66,10.00,500.00,85.8,68.7,5.9,29.8,12.17,0
25.59,10.00,500.00,85.9,69.4,6.2,29.8,12.18,0
17.66,10.00,500.00,85.4,74.1,5.6,29.8,12.19,0
21.62,10.00,500.00,84.5,76.7,5.8,29.8,12.20,0
27.9,10.00,500.00,83.9,79.4,6.8,29.8,12.20,0
31.68,10.00,500.00,84.8,73.3,7.5,29.9,12.21,0
34.29,10.00,500.00,85.3,73.2,6.3,29.7,11.37,0
31.88,10.00,500.00,87.2,66.8,6.7,29.7,11.37,0
34.65,10.00,500.00,86.3,67.5,7.9,29.6,11.38,0
30.99,10.00,500.00,86.8,67,8.3,29.6,11.39,0
24.78,10.00,500.00,87.7,59,8.6,29.7,11.40,0
23.91,10.00,500.00,86.3,63.2,5.2,29.8,11.40,0
24.58,10.00,500.00,86.9,62.7,5.4,29.8,11.41,0
34.16,10.00,500.00,86.5,61.5,5.1,29.8,11.42,0
31.04,10.00,500.00,85.7,67.3,6.9,29.7,11.42,0
18.49,10.00,500.00,83.9,76.8,8.2,29.7,11.43,0
23.65,10.00,500.00,83.8,73.1,9.7,29.7,11.44,0
25.14,10.00,500.00,84,70.1,9.1,29.8,11.45,0
24.45,10.00,500.00,83.9,71.9,6.3,29.8,11.45,0
26.69,10.00,500.00,83.1,77.5,6.2,29.8,11.46,0
25.45,10.00,500.00,83.9,72.8,7.1,29.7,11.47,0
24.55,10.00,500.00,84.9,66.5,8.3,29.7,11.48,0
32.05,10.00,500.00,84.3,72.8,8.8,29.7,11.48,0
22.43,10.00,500.00,82.7,77.9,5.9,29.8,11.50,0
27.18,10.00,500.00,84.6,74.9,3.5,29.8,11.51,0
28.72,10.00,500.00,86.6,69.7,5.2,29.8,11.51,0
33.04,10.00,500.00,82.6,77.2,6.7,29.8,11.52,0
37.68,10.00,500.00,83.8,72.8,4.2,29.8,11.53,0
30.4,10.00,500.00,83.1,78,4.3,29.8,11.54,0
34.19,10.00,500.00,84.7,74.3,5.5,29.7,11.54,0
28.4,10.00,500.00,85,75.3,4.9,29.7,11.55,0
23.72,10.00,500.00,82.7,78.9,5.7,29.7,11.56,0
24.17,10.00,500.00,82.5,80.8,6.7,29.7,11.57,0
16.07,10.00,500.00,82.2,81.3,10.5,29.7,11.57,0
27.58,10.00,500.00,83.3,75.3,9.4,29.8,11.58,0
23.06,10.00,500.00,83,76,6.2,29.8,11.59,0
16.45,10.00,500.00,86.5,70.5,11.6,29.7,11.16,0
9.34,10.00,500.00,85.5,72.8,9.4,29.7,11.17,0
12.39,10.00,500.00,84.4,75.5,7.3,29.7,11.17,0
15.48,10.00,500.00,85.8,68.5,8.1,29.8,11.18,0
22.39,10.00,500.00,86,65.7,8.8,29.8,11.19,0
18.99,10.00,500.00,86.7,64.8,8.9,29.8,11.19,0
16.49,10.00,500.00,86.6,65.2,8.4,29.7,11.20,0
18.44,10.00,500.00,86.4,66.1,8.9,29.8,11.20,0
19.59,10.00,500.00,86.4,66.3,8.3,29.8,11.21,0
19.03,10.00,500.00,86.6,65.5,7,29.8,11.22,0
24.97,10.00,500.00,87.7,62,7.7,29.8,11.22,0
23.51,10.00,500.00,86.2,67,7,29.7,11.23,0
18.47,10.00,500.00,87.2,66.5,7.2,29.7,11.23,0
21.03,10.00,500.00,87.4,66.7,7.5,29.7,11.24,0
17.32,10.00,500.00,86,65.1,7.8,29.7,11.24,0
18.81,10.00,500.00,86.4,64,6.3,29.8,11.26,0
28.42,10.00,500.00,85.2,63.6,7.5,29.8,11.26,0
33.21,10.00,500.00,87,63,8.1,29.7,11.27,0
26.89,10.00,500.00,89.2,56.5,7.7,29.7,11.28,0
19.13,10.00,500.00,86.5,64.2,8.3,29.7,11.28,0
19.14,10.00,500.00,83.8,75.2,7.5,29.7,11.29,0
19.78,10.00,500.00,84.8,73.7,6.2,29.8,11.29,0
20.77,10.00,500.00,84.2,73.4,5.9,29.7,11.30,0
19.95,10.00,500.00,84.1,72.1,6.5,29.7,11.31,0
28.86,10.00,500.00,85,68.2,6.5,29.8,11.32,0
31.7,10.00,500.00,85.4,69.9,7.3,29.8,11.33,0
32.93,10.00,500.00,87.6,59.4,6.3,29.7,11.33,0
34.78,10.00,500.00,87.7,59.4,8.5,29.7,11.34,0
23.85,10.00,500.00,86.6,62.5,7.9,29.7,11.35,0
21.85,10.00,500.00,86.9,65.5,6.8,29.7,11.35,0
31.9,10.00,500.00,84.8,73.2,6.3,29.7,11.36,0
17.34,10.00,500.00,86.6,72.6,8.9,29.7,11.05,0
20.45,10.00,500.00,85.8,71,10.1,29.7,11.05,0
17.6,10.00,500.00,85.8,70.2,9.4,29.8,11.05,0
12.51,10.00,500.00,85.6,67.7,6.8,29.8,11.05,0
16.68,10.00,500.00,83.9,74.9,4.4,29.8,11.06,0
24.07,10.00,500.00,86.3,66.7,4.4,29.8,11.06,0
25.38,10.00,500.00,88.9,62.5,7.3,29.8,11.06,0
24.16,10.00,500.00,86.4,71.5,8.9,29.8,11.06,0
14.71,10.00,500.00,82.3,82,6.1,29.8,11.06,0
24.68,10.00,500.00,83.6,75.7,8.8,29.8,11.06,0
19.12,10.00,500.00,85.1,73.7,7.3,29.8,11.06,0
20.09,10.00,500.00,86.8,68.7,5.3,29.8,11.08,0
27.03,10.00,500.00,88.3,63.1,6.8,29.8,11.08,0
28.76,10.00,500.00,88.7,57.5,8.3,29.8,11.08,0
26.52,10.00,500.00,88.5,55.3,8.7,29.7,11.09,0
16.66,10.00,500.00,87.8,57.1,9.3,29.7,11.09,0
21.91,10.00,500.00,87.1,56.9,11.1,29.6,11.09,0
20.5,10.00,500.00,86.7,55.9,8.9,29.6,11.09,0
30.24,10.00,500.00,87.1,55.7,8.5,29.6,11.10,0
26.18,10.00,500.00,84.6,67.3,6,29.7,11.10,0
28.35,10.00,500.00,84.5,73.7,7.3,29.7,11.10,0
26.77,10.00,500.00,82.9,79.3,5.8,29.8,11.12,0
27.74,10.00,500.00,82.3,81.1,5.3,29.8,11.12,0
39.07,10.00,500.00,84.2,72.8,6.2,29.7,11.12,0
33.29,10.00,500.00,86.2,64.5,7.5,29.7,11.12,0
24.44,10.00,500.00,87,60.4,8.2,29.8,11.14,0
26.2,10.00,500.00,89,53.1,11,29.7,11.14,0
23.8,10.00,500.00,88,55.3,10.7,29.7,11.14,0
21.19,10.00,500.00,87.3,60,8.3,29.6,11.14,0
11.27,10.00,500.00,85.8,67.8,8.7,29.7,11.16,0
16.66,10.00,500.00,85.5,71.2,11,29.7,11.16,0
26.81,10.00,500.00,89.1,61.1,8.9,29.7,11.07,0
23.65,10.00,500.00,89.2,61.4,8.1,29.7,11.07,0
26.21,10.00,500.00,88.9,62,8.1,29.7,11.07,0
23.53,10.00,500.00,88.7,64.5,9.4,29.7,11.06,0
23.09,10.00,500.00,88.8,60.1,7.9,29.7,11.06,0
21.61,10.00,500.00,86.9,65.9,9,29.7,11.06,0
20.59,10.00,500.00,86.4,68.5,11.7,29.7,11.05,0
18.33,10.00,500.00,83.6,73.4,9.3,29.7,11.05,0
9.22,10.00,500.00,85.4,68.8,9.5,29.7,11.05,0
15.52,10.00,500.00,86.1,68.6,9.7,29.7,11.05,0
25.71,10.00,500.00,85.8,67.6,11.2,29.7,11.04,0
19.42,10.00,500.00,85.2,67,11.6,29.7,11.05,0
15.63,10.00,500.00,85.5,69.8,11.6,29.7,11.05,0
19.99,10.00,500.00,85.7,68.8,9.9,29.8,11.04,0
17.46,10.00,500.00,86.2,69.6,9.2,29.7,11.04,0
16.01,10.00,500.00,87.1,66.9,10.7,29.7,11.04,0
17.32,10.00,500.00,87,68.9,9.5,29.7,11.04,0
13.11,10.00,500.00,85,73.3,8.6,29.8,11.04,0
18.15,10.00,500.00,84.7,73.6,6.6,29.8,11.04,0
13.31,10.00,500.00,87.4,66.7,8.9,29.7,11.04,0
19.36,10.00,500.00,87.7,66.8,8.1,29.8,11.04,0
21.53,10.00,500.00,84.6,73.8,6.7,29.8,11.03,0
28.3,10.00,500.00,89.4,62.1,7.7,29.7,11.04,0
23.9,10.00,500.00,89.1,56.8,8.6,29.7,11.04,0
22.97,10.00,500.00,88,58.9,7.8,29.7,11.04,0
19.23,10.00,500.00,87.7,58.2,9,29.7,11.04,0
25.77,10.00,500.00,87.6,60.6,6.5,29.7,11.05,0
22.04,10.00,500.00,88.4,61.6,5.8,29.7,11.04,0
20.47,10.00,500.00,88.3,64.8,7.3,29.7,11.04,0
15.71,10.00,500.00,86.8,70,7.6,29.7,11.04,0
37.01,10.00,500.00,86.8,65.7,5.5,29.8,11.23,0
30.11,10.00,500.00,87.9,68.9,7.3,29.8,11.22,0
40.08,10.00,500.00,89.1,63.1,9.3,29.8,11.21,0
40.1,10.00,500.00,89.2,65,10.4,29.7,11.21,0
35.34,10.00,500.00,90.8,64.3,10.3,29.7,11.21,0
35.85,10.00,500.00,92.1,59.4,9.5,29.6,11.20,0
27.61,10.00,500.00,92.9,57.6,10.4,29.6,11.19,0
21.24,10.00,500.00,90.1,64.1,9.9,29.7,11.18,0
24.89,10.00,500.00,87.7,65.2,8,29.7,11.18,0
22.77,10.00,500.00,83.7,74.8,5.4,29.8,11.18,0
13.99,10.00,500.00,86.9,69.6,5.5,29.8,11.16,0
26.58,10.00,500.00,88.5,62.7,9.9,29.8,11.16,0
25.13,10.00,500.00,87.1,66.3,8.4,29.8,11.16,0
28.18,10.00,500.00,89.1,59.1,10.9,29.8,11.16,0
26.73,10.00,500.00,88.7,64,8.3,29.8,11.14,0
23.13,10.00,500.00,88.3,60.3,6.8,29.8,11.14,0
24.8,10.00,500.00,90.1,56.9,7.3,29.8,11.14,0
28.64,10.00,500.00,91.6,54.6,8.9,29.8,11.13,0
27.66,10.00,500.00,91.7,52.6,8,29.7,11.12,0
27.13,10.00,500.00,91.1,51.2,8.2,29.7,11.12,0
25.5,10.00,500.00,91.7,54.2,8.5,29.7,11.12,0
23.95,10.00,500.00,90.5,59.6,10.1,29.8,11.11,0
24.23,10.00,500.00,89.8,56.3,7.6,29.8,11.11,0
20.82,10.00,500.00,88.8,61.3,7.4,29.8,11.11,0
22,10.00,500.00,87.7,63.1,8.3,29.8,11.09,0
27.97,10.00,500.00,90.6,57,7.3,29.8,11.09,0
23.88,10.00,500.00,88.8,62.5,7,29.7,11.09,0
18.55,10.00,500.00,86,67.1,5.9,29.7,11.08,0
15.54,10.00,500.00,83.4,75.1,4.9,29.7,11.08,0
18.52,10.00,500.00,85.4,72.9,4.8,29.7,11.08,0
19.23,10.00,500.00,87,70.7,7.6,29.7,11.08,0
35.95,10.00,500.00,87.3,65.3,13,29.8,11.45,0
31.59,10.00,500.00,86.6,66.8,12.7,29.8,11.44,0
35.47,10.00,500.00,88.3,59,10.2,29.7,11.43,0
33.75,10.00,500.00,88.2,61.4,11,29.7,11.42,0
33.91,10.00,500.00,88,56.9,8.1,29.7,11.41,0
33.67,10.00,500.00,88.7,63.8,8.5,29.8,11.41,0
15.65,10.00,500.00,85.8,68.2,8.3,29.8,11.40,0
29.85,10.00,500.00,87.1,65.2,7.9,29.9,11.39,0
32.9,10.00,500.00,87.1,67.2,8.6,29.9,11.39,0
35.54,10.00,500.00,88.1,65.3,11.2,29.8,11.38,0
33.24,10.00,500.00,88.8,66.6,10.8,29.8,11.37,0
29.34,10.00,500.00,88.8,69.8,11.7,29.8,11.37,0
29.78,10.00,500.00,89.7,64.2,9.6,29.7,11.36,0
28.9,10.00,500.00,89.5,62.6,9.3,29.7,11.34,0
29.66,10.00,500.00,89.3,64.3,9.1,29.7,11.34,0
17.76,10.00,500.00,86.8,68,9.8,29.7,11.33,0
31.07,10.00,500.00,88.9,61,8.8,29.8,11.33,0
29.56,10.00,500.00,88.7,66.1,11.1,29.8,11.32,0
27.31,10.00,500.00,89.4,66.4,11.1,29.7,11.31,0
35.61,10.00,500.00,91,55.6,10.2,29.6,11.31,0
35.28,10.00,500.00,90.9,56.5,8.5,29.6,11.29,0
29.06,10.00,500.00,91,59.6,9.1,29.7,11.29,0
28.77,10.00,500.00,90.1,62.5,11.5,29.7,11.28,0
27.27,10.00,500.00,90,61.3,7,29.8,11.28,0
28.71,10.00,500.00,87.7,66.8,7.8,29.8,11.27,0
14.15,10.00,500.00,80.5,79.8,5.8,29.8,11.27,0
35.89,10.00,500.00,86.4,67.5,4.6,29.8,11.25,0
23.95,10.00,500.00,87.9,67,7,29.8,11.25,0
38.05,10.00,500.00,89.4,64.8,9.2,29.7,11.24,0
13.36,10.00,500.00,82.8,75.3,7.8,29.8,11.24,0
38.15,10.00,500.00,84.3,50.5,5,5,12.08,0
37.89,10.00,500.00,86.6,45.3,7.8,7.8,12.08,0
37,10.00,500.00,83.8,47.1,7.5,7.5,12.07,0
37.69,10.00,500.00,82.5,50.4,7.9,7.9,12.06,0
35.81,10.00,500.00,82.7,50.3,7,7,12.05,0
34.82,10.00,500.00,83.4,54.1,5.4,5.4,12.04,0
34.21,10.00,500.00,83.9,58,4.1,4.1,12.04,0
33.66,10.00,500.00,84.8,65.4,5.4,5.4,12.03,0
30.31,10.00,500.00,84.6,68.7,7.1,7.1,12.02,0
28.79,10.00,500.00,84.8,68.4,6,6,12.02,0
